n	20
m	21
j	a	b	d	k
0	41	3	1233	4
1	48	77	381	1
2	89	47	506	14
3	49	12	341	20
4	26	66	861	6
5	30	95	826	16
6	53	56	1145	0
7	30	13	458	13
8	36	17	136	17
9	64	93	299	7
10	34	74	461	19
11	91	29	977	16
12	25	19	148	17
13	24	52	585	17
14	64	92	581	2
15	44	13	599	20
16	13	44	441	11
17	36	18	598	6
18	46	34	560	1
19	88	7	1011	15
K
0	42	30	24	46	19	57	25	6	73	16	66	46	51	3	20	6	67	46	24	11
42	0	16	48	12	33	21	57	42	37	58	34	24	27	45	38	38	31	6	44	47
30	16	0	42	20	27	27	41	36	43	42	36	16	21	31	32	32	37	20	28	31
24	48	42	0	36	15	69	39	18	85	40	78	58	63	27	10	18	79	54	36	29
46	12	20	36	0	27	33	61	40	49	62	42	28	31	49	26	40	43	18	48	51
19	33	27	15	27	0	54	34	13	70	35	63	43	48	22	5	13	64	39	21	24
57	21	27	69	33	54	0	38	63	16	49	15	11	8	58	59	59	10	23	33	46
25	57	41	39	61	34	38	0	31	48	17	41	33	30	26	35	27	42	61	13	14
6	42	36	18	40	13	63	31	0	79	22	72	52	57	9	14	4	73	48	30	17
73	37	43	85	49	70	16	48	79	0	65	7	27	22	74	75	75	6	33	49	62
16	58	42	40	62	35	49	17	22	65	0	58	38	43	13	36	22	59	62	16	11
66	34	36	78	42	63	15	41	72	7	58	0	20	15	67	68	68	5	38	42	55
46	24	16	58	28	43	11	33	52	27	38	20	0	5	47	48	48	21	28	22	35
51	27	21	63	31	48	8	30	57	22	43	15	5	0	52	53	53	16	31	27	40
3	45	31	27	49	22	58	26	9	74	13	67	47	52	0	23	9	68	49	25	12
20	38	32	10	26	5	59	35	14	75	36	68	48	53	23	0	14	69	44	26	25
6	38	32	18	40	13	59	27	4	75	22	68	48	53	9	14	0	69	44	26	13
67	31	37	79	43	64	10	42	73	6	59	5	21	16	68	69	69	0	33	43	56
46	6	20	54	18	39	23	61	48	33	62	38	28	31	49	44	44	33	0	48	51
24	44	28	36	48	21	33	13	30	49	16	42	22	27	25	26	26	43	48	0	13
11	47	31	29	51	24	46	14	17	62	11	55	35	40	12	25	13	56	51	13	0
