n	20
m	21
j	a	b	d	k
0	2	73	1620	16
1	11	76	590	16
2	95	94	431	2
3	69	30	80	3
4	37	59	1301	5
5	30	61	1432	6
6	63	63	10	18
7	26	70	1052	0
8	68	16	1891	1
9	11	15	1008	19
10	47	26	1361	8
11	77	14	327	4
12	19	14	1816	14
13	38	78	499	8
14	49	57	837	14
15	14	41	2179	19
16	34	21	1165	17
17	92	80	772	12
18	12	60	941	12
19	95	54	2169	4
K
0	39	44	42	48	42	43	8	64	55	34	41	45	59	21	18	54	59	41	35	12
39	0	41	9	57	21	18	31	35	16	43	50	6	32	32	27	15	34	12	22	27
44	41	0	50	18	20	23	36	20	31	14	9	47	15	37	28	36	15	53	63	32
42	9	50	0	66	30	27	34	44	19	52	59	3	41	39	36	14	43	3	13	30
48	57	18	66	0	36	39	46	38	47	14	13	63	33	27	30	52	33	69	79	46
42	21	20	30	36	0	3	34	22	13	22	29	27	17	35	26	16	17	33	43	30
43	18	23	27	39	3	0	35	21	12	25	32	24	16	36	27	13	16	30	40	31
8	31	36	34	46	34	35	0	56	47	32	39	37	51	19	16	46	51	33	33	4
64	35	20	44	38	22	21	56	0	25	34	25	41	5	57	48	30	5	47	57	52
55	16	31	19	47	13	12	47	25	0	33	40	16	22	48	39	5	24	22	32	43
34	43	14	52	14	22	25	32	34	33	0	9	49	29	23	16	38	29	55	65	32
41	50	9	59	13	29	32	39	25	40	9	0	56	20	32	23	45	20	62	72	39
45	6	47	3	63	27	24	37	41	16	49	56	0	38	38	33	11	40	6	16	33
59	32	15	41	33	17	16	51	5	22	29	20	38	0	52	43	27	2	44	54	47
21	32	37	39	27	35	36	19	57	48	23	32	38	52	0	9	47	52	42	52	19
18	27	28	36	30	26	27	16	48	39	16	23	33	43	9	0	38	43	39	49	16
54	15	36	14	52	16	13	46	30	5	38	45	11	27	47	38	0	29	17	27	42
59	34	15	43	33	17	16	51	5	24	29	20	40	2	52	43	29	0	46	56	47
41	12	53	3	69	33	30	33	47	22	55	62	6	44	42	39	17	46	0	10	29
35	22	63	13	79	43	40	33	57	32	65	72	16	54	52	49	27	56	10	0	33
12	27	32	30	46	30	31	4	52	43	32	39	33	47	19	16	42	47	29	33	0
