n	20
m	21
j	a	b	d	k
0	9	45	375	12
1	38	7	855	4
2	20	48	857	12
3	25	61	353	11
4	41	74	220	11
5	53	89	331	17
6	99	100	689	16
7	38	56	760	16
8	16	82	1008	17
9	15	30	1233	2
10	74	26	906	11
11	35	63	903	5
12	18	74	984	19
13	93	67	93	17
14	97	72	452	18
15	18	2	13	1
16	69	62	108	2
17	51	61	656	19
18	76	20	116	3
19	100	48	156	10
K
0	14	35	35	31	51	42	13	18	42	41	33	20	23	46	8	5	25	33	25	31
14	0	33	21	33	37	28	9	6	28	39	35	34	37	32	14	9	23	21	39	29
35	33	0	50	66	44	35	24	39	35	24	68	29	38	39	27	34	16	26	32	10
35	21	50	0	18	22	23	26	17	45	56	18	55	58	29	35	30	40	38	60	46
31	33	66	18	0	38	39	42	27	61	72	4	37	40	45	39	32	56	54	42	62
51	37	44	22	38	0	9	38	33	23	34	40	71	74	7	51	46	28	18	76	34
42	28	35	23	39	9	0	29	24	22	33	41	62	65	6	42	37	19	15	67	25
13	9	24	26	42	38	29	0	15	29	30	44	33	36	33	13	10	14	20	38	20
18	6	39	17	27	33	24	15	0	34	45	29	38	41	28	18	13	29	27	43	35
42	28	35	45	61	23	22	29	34	0	11	63	62	65	16	42	37	19	9	67	25
41	39	24	56	72	34	33	30	45	11	0	74	51	54	27	33	40	16	18	56	14
33	35	68	18	4	40	41	44	29	63	74	0	41	44	47	41	34	58	56	46	64
20	34	29	55	37	71	62	33	38	62	51	41	0	9	66	20	25	43	53	5	37
23	37	38	58	40	74	65	36	41	65	54	44	9	0	69	23	28	46	56	12	40
46	32	39	29	45	7	6	33	28	16	27	47	66	69	0	46	41	23	13	71	29
8	14	27	35	39	51	42	13	18	42	33	41	20	23	46	0	7	23	33	25	23
5	9	34	30	32	46	37	10	13	37	40	34	25	28	41	7	0	24	28	30	30
25	23	16	40	56	28	19	14	29	19	16	58	43	46	23	23	24	0	10	48	6
33	21	26	38	54	18	15	20	27	9	18	56	53	56	13	33	28	10	0	58	16
25	39	32	60	42	76	67	38	43	67	56	46	5	12	71	25	30	48	58	0	42
31	29	10	46	62	34	25	20	35	25	14	64	37	40	29	23	30	6	16	42	0
