n	20
m	21
j	a	b	d	k
0	48	59	1614	15
1	10	26	215	10
2	26	88	506	6
3	44	99	1359	4
4	34	10	1002	19
5	71	36	1323	10
6	90	7	1514	8
7	30	41	254	19
8	28	24	1029	0
9	68	6	327	17
10	65	2	1519	16
11	46	49	422	12
12	80	98	516	19
13	56	99	866	0
14	38	44	1709	11
15	44	54	757	7
16	30	47	1324	14
17	88	70	208	0
18	30	73	811	6
19	1	56	317	15
K
0	30	27	21	13	7	47	25	25	23	36	34	27	11	49	15	17	23	27	33	26
30	0	57	51	33	29	49	55	53	27	38	32	27	35	51	45	31	51	7	3	44
27	57	0	10	24	28	40	4	18	30	29	41	54	22	42	12	26	16	54	60	19
21	51	10	0	18	22	50	6	28	26	39	31	48	16	52	6	20	26	48	54	29
13	33	24	18	0	6	60	22	38	36	49	21	38	2	62	12	30	36	30	36	39
7	29	28	22	6	0	54	26	32	30	43	27	32	6	56	16	24	30	26	32	33
47	49	40	50	60	54	0	44	22	24	11	81	28	58	6	52	30	24	56	46	21
25	55	4	6	22	26	44	0	22	28	33	37	52	20	46	10	24	20	52	58	23
25	53	18	28	38	32	22	22	0	26	15	59	50	36	28	30	22	2	50	56	9
23	27	30	26	36	30	24	28	26	0	13	57	24	34	26	28	6	24	32	30	17
36	38	29	39	49	43	11	33	15	13	0	70	35	47	13	41	19	13	45	41	10
34	32	41	31	21	27	81	37	59	57	70	0	59	23	83	29	51	57	25	35	60
27	27	54	48	38	32	28	52	50	24	35	59	0	36	24	42	28	48	34	24	41
11	35	22	16	2	6	58	20	36	34	47	23	36	0	60	10	28	34	32	38	37
49	51	42	52	62	56	6	46	28	26	13	83	24	60	0	54	32	26	58	48	23
15	45	12	6	12	16	52	10	30	28	41	29	42	10	54	0	22	28	42	48	31
17	31	26	20	30	24	30	24	22	6	19	51	28	28	32	22	0	20	28	34	13
23	51	16	26	36	30	24	20	2	24	13	57	48	34	26	28	20	0	48	54	7
27	7	54	48	30	26	56	52	50	32	45	25	34	32	58	42	28	48	0	10	41
33	3	60	54	36	32	46	58	56	30	41	35	24	38	48	48	34	54	10	0	47
26	44	19	29	39	33	21	23	9	17	10	60	41	37	23	31	13	7	41	47	0
