n	20
m	21
j	a	b	d	k
0	97	56	9214	20
1	93	28	4836	6
2	24	85	10197	5
3	82	37	30215	10
4	44	1	3731	13
5	69	42	31993	1
6	47	24	1365	17
7	55	79	16006	11
8	56	26	30037	9
9	42	16	24113	14
10	63	73	7795	14
11	96	43	17694	10
12	35	9	21243	8
13	31	57	15158	2
14	59	7	18108	16
15	96	20	10867	2
16	89	63	13224	17
17	64	45	25968	12
18	99	83	26767	13
19	79	18	21437	18
K
0	11	36	32	48	21	23	51	12	32	30	21	59	18	3	56	8	30	39	40	4
11	0	47	21	37	26	18	40	7	23	35	16	64	23	14	61	3	35	44	45	15
36	47	0	68	84	41	45	87	44	68	12	53	49	46	33	34	44	44	31	18	32
32	21	68	0	16	27	31	19	24	10	56	29	51	22	35	48	24	24	37	50	36
48	37	84	16	0	43	43	13	40	16	72	31	49	38	51	50	40	40	53	66	52
21	26	41	27	43	0	44	46	33	27	29	42	38	5	24	35	23	9	18	23	25
23	18	45	31	43	44	0	46	11	41	53	12	82	41	20	79	21	53	62	63	19
51	40	87	19	13	46	46	0	43	19	75	44	38	41	54	53	43	43	56	69	55
12	7	44	24	40	33	11	43	0	30	42	9	71	30	11	68	10	42	51	52	12
32	23	68	10	16	27	41	19	30	0	56	39	41	22	35	38	24	24	37	50	36
30	35	12	56	72	29	53	75	42	56	0	51	37	34	33	26	32	32	19	10	34
21	16	53	29	31	42	12	44	9	39	51	0	80	39	20	77	19	51	60	61	21
59	64	49	51	49	38	82	38	71	41	37	80	0	41	62	15	61	29	20	31	63
18	23	46	22	38	5	41	41	30	22	34	39	41	0	21	38	20	12	21	28	22
3	14	33	35	51	24	20	54	11	35	33	20	62	21	0	59	11	33	42	43	1
56	61	34	48	50	35	79	53	68	38	26	77	15	38	59	0	58	26	17	16	60
8	3	44	24	40	23	21	43	10	24	32	19	61	20	11	58	0	32	41	42	12
30	35	44	24	40	9	53	43	42	24	32	51	29	12	33	26	32	0	13	26	34
39	44	31	37	53	18	62	56	51	37	19	60	20	21	42	17	41	13	0	13	43
40	45	18	50	66	23	63	69	52	50	10	61	31	28	43	16	42	26	13	0	44
4	15	32	36	52	25	19	55	12	36	34	21	63	22	1	60	12	34	43	44	0
