n	20
m	21
j	a	b	d	k
0	55	4	1350	14
1	99	63	628	19
2	34	92	1273	2
3	49	7	307	18
4	97	33	361	17
5	25	73	685	18
6	85	71	546	13
7	1	11	699	15
8	80	41	545	13
9	86	95	692	5
10	57	30	1167	6
11	20	98	535	9
12	51	94	569	12
13	4	1	208	18
14	34	3	718	3
15	97	70	1132	13
16	87	19	852	1
17	8	23	738	7
18	94	20	741	5
19	100	86	1140	3
K
0	49	26	50	47	26	15	8	19	4	27	34	62	24	46	63	29	57	39	21	5
49	0	29	45	42	23	34	41	30	45	22	27	19	25	41	26	34	16	28	38	48
26	29	0	74	71	32	35	18	9	22	31	8	48	42	70	55	5	45	57	45	29
50	45	74	0	5	42	39	56	65	52	43	72	38	32	4	39	79	33	17	29	45
47	42	71	5	0	39	36	53	62	49	40	69	33	29	1	34	76	28	14	26	42
26	23	32	42	39	0	11	18	23	22	1	30	36	10	38	37	37	31	25	15	25
15	34	35	39	36	11	0	17	26	13	12	33	47	9	35	48	40	42	24	10	14
8	41	18	56	53	18	17	0	11	4	19	26	54	24	52	55	23	49	39	27	11
19	30	9	65	62	23	26	11	0	15	22	15	43	33	61	46	14	38	48	36	20
4	45	22	52	49	22	13	4	15	0	23	30	58	20	48	59	27	53	35	23	7
27	22	31	43	40	1	12	19	22	23	0	29	35	11	39	36	36	30	26	16	26
34	27	8	72	69	30	33	26	15	30	29	0	46	40	68	53	7	43	55	43	33
62	19	48	38	33	36	47	54	43	58	35	46	0	38	34	7	53	5	23	51	61
24	25	42	32	29	10	9	24	33	20	11	40	38	0	28	39	47	33	15	13	23
46	41	70	4	1	38	35	52	61	48	39	68	34	28	0	35	75	29	13	25	41
63	26	55	39	34	37	48	55	46	59	36	53	7	39	35	0	60	10	24	52	62
29	34	5	79	76	37	40	23	14	27	36	7	53	47	75	60	0	50	62	50	34
57	16	45	33	28	31	42	49	38	53	30	43	5	33	29	10	50	0	18	46	56
39	28	57	17	14	25	24	39	48	35	26	55	23	15	13	24	62	18	0	28	38
21	38	45	29	26	15	10	27	36	23	16	43	51	13	25	52	50	46	28	0	16
5	48	29	45	42	25	14	11	20	7	26	33	61	23	41	62	34	56	38	16	0
