n	20
m	21
j	a	b	d	k
0	11	8	501	14
1	61	80	178	9
2	52	38	565	7
3	6	13	1292	12
4	60	7	382	3
5	69	25	586	19
6	2	51	1360	9
7	11	88	1307	1
8	35	46	1810	11
9	35	13	1740	12
10	65	27	338	5
11	52	72	1892	13
12	49	58	1780	9
13	3	33	1723	0
14	79	24	1510	12
15	27	43	416	5
16	35	12	709	16
17	12	65	1791	3
18	2	16	1272	2
19	2	72	1062	0
K
0	15	22	15	5	28	14	24	10	38	51	25	49	44	38	5	48	18	16	29	31
15	0	37	26	12	39	29	35	25	49	62	36	64	59	27	12	59	9	3	14	20
22	37	0	27	27	42	8	42	12	38	51	25	27	22	38	27	48	40	38	51	31
15	26	27	0	14	15	19	15	15	27	36	20	54	49	53	14	33	17	23	24	46
5	12	27	14	0	27	19	23	15	37	50	24	54	49	39	0	47	13	11	24	32
28	39	42	15	27	0	34	4	30	42	27	35	69	64	66	27	20	30	36	29	59
14	29	8	19	19	34	0	34	4	30	43	17	35	30	46	19	40	32	30	43	39
24	35	42	15	23	4	34	0	30	42	27	35	69	64	62	23	24	26	32	25	55
10	25	12	15	15	30	4	30	0	34	47	21	39	34	42	15	44	28	26	39	35
38	49	38	27	37	42	30	42	34	0	15	13	27	38	76	37	22	40	46	51	69
51	62	51	36	50	27	43	27	47	15	0	26	42	51	89	50	7	53	59	52	82
25	36	25	20	24	35	17	35	21	13	26	0	34	29	63	24	23	33	33	44	56
49	64	27	54	54	69	35	69	39	27	42	34	0	17	55	54	49	67	65	78	48
44	59	22	49	49	64	30	64	34	38	51	29	17	0	38	49	48	62	60	73	41
38	27	38	53	39	66	46	62	42	76	89	63	55	38	0	39	86	36	30	37	7
5	12	27	14	0	27	19	23	15	37	50	24	54	49	39	0	47	13	11	24	32
48	59	48	33	47	20	40	24	44	22	7	23	49	48	86	47	0	50	56	49	79
18	9	40	17	13	30	32	26	28	40	53	33	67	62	36	13	50	0	6	11	29
16	3	38	23	11	36	30	32	26	46	59	33	65	60	30	11	56	6	0	13	23
29	14	51	24	24	29	43	25	39	51	52	44	78	73	37	24	49	11	13	0	32
31	20	31	46	32	59	39	55	35	69	82	56	48	41	7	32	79	29	23	32	0
